Precentral_L,Precentral_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,OFCmed_L,OFCmed_R,OFCant_L,OFCant_R,OFCpost_L,OFCpost_R,OFClat_L,OFClat_R,Insula_L,Insula_R,Cingulate_Mid_L,Cingulate_Mid_R,Cingulate_Post_L,Cingulate_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Cerebellum_3_L,Cerebellum_3_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_6_R,Cerebellum_7b_L,Cerebellum_7b_R,Cerebellum_8_L,Cerebellum_8_R,Cerebellum_9_L,Cerebellum_9_R,Cerebellum_10_L,Cerebellum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10,Thal_AV_L,Thal_AV_R,Thal_LP_L,Thal_LP_R,Thal_VA_L,Thal_VA_R,Thal_VL_L,Thal_VL_R,Thal_VPL_L,Thal_VPL_R,Thal_IL_L,Thal_IL_R,Thal_Re_L,Thal_Re_R,Thal_MDm_L,Thal_MDm_R,Thal_MDl_L,Thal_MDl_R,Thal_LGN_L,Thal_LGN_R,Thal_MGN_L,Thal_MGN_R,Thal_PuI_L,Thal_PuI_R,Thal_PuM_L,Thal_PuM_R,Thal_PuA_L,Thal_PuA_R,Thal_PuL_L,Thal_PuL_R,ACC_sub_L,ACC_sub_R,ACC_pre_L,ACC_pre_R,ACC_sup_L,ACC_sup_R,N_Acc_L,N_Acc_R,VTA_L,VTA_R,SN_pc_L,SN_pc_R,SN_pr_L,SN_pr_R,Red_N_L,Red_N_R,LC_L,LC_R,Raphe_D,Raphe_M
574.26,558.92,515.84,533.12,515.99,500.73,575.72,541.47,532.35,455.43,314.89,221.9,593.64,586.11,628.32,638.07,235.15,226.57,521.58,527.86,135.9,205.09,45.871,47.817,60.8,55.578,132.45,135.25,242.83,248.36,142.65,162.73,660.24,626.53,635.34,644.39,601.71,586.82,529.67,491.03,426.66,410.55,552.39,577.7,533.4,562.14,584.61,582.9,573.53,557.9,587.88,591.79,550.48,586.03,412.27,390.65,461.82,455.75,577.97,587.11,605.23,625.65,595.0,622.52,570.18,605.61,586.65,630.53,618.89,601.71,602.28,608.39,580.94,566.5,560.82,580.29,524.55,554.23,616.24,622.3,567.52,567.81,437.96,427.61,472.66,480.15,253.85,234.99,271.99,245.4,550.62,514.81,456.52,378.27,661.6,636.48,649.46,636.56,638.48,626.73,418.69,308.17,433.53,353.63,586.06,601.19,340.67,289.77,712.29,704.04,709.3,683.18,613.65,544.65,656.67,694.27,726.21,773.72,667.72,687.0,579.62,608.54,586.32,594.73,599.16,583.15,584.29,586.82,602.5,608,658.79,676.06,625.36,649.86,545.09,586.9,522.28,586.57,591.68,617.48,645.24,649.99,646.57,644.5,633.26,627.63,399.52,444.08,601.81,658.15,699.17,699.71,153.28,143.14,572.8,582.0,578.47,568.39,562.74,537.13,619.68,609.97,689.4,668.4,601.44,621.0
573.31,557.37,513.64,531.41,515.41,499.76,576.18,542.39,531.84,454.57,314.54,221.54,598.53,587.54,625.16,634.47,235.42,227.36,519.21,525.07,132.8,201.46,44.755,47.545,62.52,55.836,131.14,134.83,247.35,251.14,142.86,165.72,663.34,630.44,633.28,641.8,600.71,588.44,530.7,491.1,427.85,411.4,554.93,578.11,532.92,562.29,582.6,580.88,570.48,554.85,586.1,590.54,549.92,585.25,412.52,390.44,462.56,455.79,576.42,584.54,603.4,622.69,593.3,620.16,570.37,606.07,585.8,629.64,617.16,600.47,599.49,604.21,578.57,563.18,561.95,580.91,529.17,553.7,618.61,626.73,569.83,569.33,440.15,429.37,473.92,481.42,255.17,236.13,273.22,245.15,550.33,515.84,457.73,379.36,653.65,633.01,647.65,634.4,639.1,627.31,422.19,309.13,434.57,354.78,586.01,600.32,343.77,292.54,697.87,692.68,700.69,677.81,614.13,544.56,657.53,693.69,725.79,772.0,671.32,690.61,583.54,612.78,586.62,592.75,600.46,582.6,581.31,584.9,606.0,613,654.93,671.17,624.74,644.94,565.51,584.69,534.39,583.79,595.32,614.79,644.99,650.86,646.83,644.74,631.48,630.63,399.74,446.8,601.07,656.8,696.44,696.46,151.83,138.34,571.2,578.0,576.31,566.27,560.55,541.17,614.32,605.1,680.4,669.0,596.17,617.83
571.9,556.49,512.55,529.91,514.15,498.27,573.79,540.86,530.99,453.07,314.08,222.41,596.43,586.97,622.43,630.81,237.44,229.56,516.97,522.07,134.26,203.35,46.513,47.691,63.991,56.655,129.81,133.75,244.01,248.46,143.71,163.76,661.97,629.58,632.52,640.75,605.23,594.16,531.64,491.81,429.67,412.79,553.42,576.98,535.35,565.02,584.66,583.54,574.99,559.95,586.94,591.78,551.92,587.99,418.42,395.91,465.77,457.39,575.43,583.73,603.64,622.99,594.26,620.74,569.96,605.14,587.7,629.57,618.71,603.29,597.88,603.91,578.41,563.95,562.18,580.3,527.25,552.77,616.4,627.34,568.67,568.24,438.59,427.92,474.81,481.36,252.49,232.65,272.53,244.94,551.15,516.06,456.73,379.54,654.76,632.41,649.82,636.28,637.69,626.57,420.23,308.86,434.18,352.76,581.51,595.77,347.58,289.75,689.75,694.59,702.87,677.51,611.35,544.81,655.03,693.54,723.68,769.0,671.6,690.04,580.36,607.31,586.29,592.29,602.59,583.74,584.67,585.25,601.0,610,654.79,669.74,625.14,644.86,576.19,603.88,546.72,589.29,601.47,618.12,647.75,650.34,646.97,644.85,632.78,630.37,400.44,444.79,602.58,656.05,695.13,695.89,152.23,141.73,569.1,579.22,573.47,568.58,561.62,546.83,615.47,605.93,672.4,657.2,594.89,609.83
571.87,556.44,513.19,530.93,514.85,499.18,570.65,536.93,530.12,452.93,312.8,223.29,589.64,583.99,623.51,632.45,234.16,230.64,516.35,522.27,134.88,203.39,44.191,46.334,61.793,54.393,129.44,131.71,245.98,248.74,142.69,163.27,659.74,627.59,633.06,640.94,604.73,594.2,530.91,490.82,430.26,412.14,554.81,576.69,532.79,563.28,582.57,581.97,573.28,559.87,584.97,589.46,549.45,586.72,416.72,395.43,464.98,456.79,574.99,582.87,602.98,622.48,593.39,620.2,564.53,599.72,583.52,627.39,617.8,601.89,597.91,604.73,578.59,564.22,561.69,580.54,527.67,553.17,615.5,625.35,566.11,566.52,439.16,428.8,473.37,480.18,254.54,233.99,271.65,244.71,548.96,514.82,455.99,378.08,658.24,631.43,648.92,635.14,635.97,625.67,419.56,308.77,433.3,354.26,583.01,597.31,353.45,292.13,695.9,693.54,702.56,675.92,611.28,543.05,655.19,693.11,722.05,770.6,668.44,689.54,579.35,608.12,586.14,593.99,602.63,586.33,585.82,587.51,599.0,608,654.85,667.5,625.02,646.19,576.63,596.31,543.22,588.43,601.88,619.97,649.54,648.98,648.31,645.97,634.19,630.11,396.85,442.08,600.07,654.29,693.76,695.38,149.9,142.72,570.2,578.11,573.94,565.24,552.85,539.57,617.12,607.4,679.8,659.0,598.33,613.67
572.37,556.84,512.47,530.21,514.71,498.11,571.0,537.3,530.5,452.55,313.06,221.53,588.74,582.79,622.92,632.33,235.05,226.35,516.84,522.13,132.55,202.1,44.589,46.149,61.291,53.195,128.53,132.45,246.2,250.55,142.58,163.54,653.71,623.53,631.38,639.58,603.84,591.43,526.36,489.87,426.9,410.34,551.68,577.63,533.96,563.05,583.08,582.12,574.86,559.86,585.66,589.46,550.01,586.26,418.03,398.46,464.37,455.6,575.33,584.17,602.84,623.11,593.09,620.12,566.31,602.75,583.97,629.82,617.76,600.83,599.24,605.92,579.71,564.89,558.97,578.77,522.4,547.66,612.16,620.65,565.78,565.55,438.14,427.31,472.97,480.37,253.07,233.58,272.82,245.5,550.2,514.89,457.13,379.42,657.1,632.79,649.43,635.12,638.03,626.4,422.97,309.6,433.69,353.59,582.44,597.75,350.95,291.58,691.5,692.4,704.2,679.47,611.7,544.02,656.97,692.88,726.58,774.2,669.08,691.18,580.88,612.73,587.08,593.46,599.57,582.92,586.51,588.71,604.5,610,659.67,672.43,625.02,646.39,540.42,583.17,521.44,583.71,598.38,617.42,649.15,648.97,648.8,646.09,633.33,629.11,399.14,443.09,599.15,653.47,692.66,694.95,151.83,141.09,572.9,582.56,577.5,565.15,547.74,525.88,622.65,612.74,679.6,659.0,602.83,618.83
572.29,556.47,511.76,529.82,513.1,498.48,569.94,537.07,528.68,452.02,311.75,222.09,590.45,582.58,622.97,632.52,235.82,227.13,515.25,520.49,134.72,203.25,45.073,46.389,61.66,54.538,129.0,130.21,241.58,247.84,142.08,162.13,656.85,624.18,632.38,640.59,598.3,585.82,527.65,489.12,425.8,409.09,548.95,574.78,532.33,561.0,581.25,580.53,572.31,557.38,584.66,589.07,549.0,585.81,414.18,395.53,461.2,454.06,575.71,583.89,601.89,622.23,592.42,620.53,565.78,602.52,582.84,628.18,615.76,599.58,599.28,605.18,577.52,563.84,559.08,578.99,524.8,554.24,613.34,620.97,566.85,566.03,436.62,425.91,471.75,480.03,251.32,232.5,270.68,244.86,548.2,513.37,454.35,377.23,662.02,636.14,648.89,635.83,635.31,625.38,418.59,306.85,433.12,351.41,583.18,596.59,344.22,292.81,710.71,700.96,704.8,678.98,609.2,544.43,655.23,690.88,724.37,770.08,663.64,683.68,579.29,606.72,584.18,590.76,597.26,581.0,583.33,585.29,599.0,603,653.69,667.74,622.0,643.22,545.79,588.63,523.89,584.64,591.47,615.0,641.79,645.08,643.43,639.74,630.56,624.3,398.57,441.58,598.0,653.58,693.77,695.11,152.88,140.91,573.9,580.11,578.34,565.3,561.06,530.63,620.16,610.22,691.6,666.0,601.67,620.17
571.81,555.6,511.64,529.47,512.85,498.32,572.45,538.89,528.91,453.13,312.63,221.54,595.23,584.61,622.13,631.85,235.61,228.17,515.85,522.14,134.1,203.25,46.046,48.491,62.68,55.185,128.31,132.06,244.78,247.67,142.14,163.8,660.22,627.48,629.74,638.22,596.5,585.87,527.38,488.9,425.9,410.31,549.43,574.78,530.41,559.54,580.34,579.82,567.02,551.98,584.89,589.18,547.84,584.78,411.29,392.33,460.78,453.42,575.4,583.08,600.84,620.72,591.29,619.32,568.28,605.01,583.06,628.67,614.08,597.86,598.89,604.07,577.34,562.37,559.19,578.71,525.84,552.27,615.43,623.39,567.12,566.23,439.2,427.63,471.56,480.24,254.15,235.07,271.43,244.67,548.16,512.24,453.11,375.57,653.98,632.23,645.94,633.61,636.04,625.85,420.23,307.69,433.56,353.97,582.64,596.39,349.88,296.13,699.58,693.63,697.9,674.79,607.45,538.75,651.9,688.85,723.0,768.8,663.44,685.61,579.75,608.78,585.65,591.21,595.46,579.96,580.1,583.69,599.0,608,652.59,668.84,621.76,642.97,551.51,578.6,520.72,581.93,587.82,609.7,638.87,645.7,640.09,641.56,628.85,624.63,397.13,442.17,598.94,654.85,693.83,695.44,153.17,137.38,566.8,575.89,571.88,563.48,558.77,539.32,612.81,603.79,685.6,669.4,596.17,615.67
572.41,556.05,511.23,529.13,512.75,498.13,572.6,539.04,529.99,452.59,313.57,221.29,595.61,585.11,621.93,631.37,235.79,228.14,514.87,519.81,134.08,202.31,47.039,47.808,65.033,54.829,132.36,136.17,243.44,247.93,142.91,162.53,661.93,629.34,631.08,639.15,599.68,590.82,529.69,490.07,427.17,410.53,550.65,574.65,533.28,563.33,582.68,582.66,571.58,556.2,586.03,591.27,549.68,586.86,413.7,392.47,462.35,454.64,575.96,583.41,602.71,622.61,593.32,620.93,569.18,604.65,583.82,628.69,616.11,600.97,597.89,604.3,579.14,564.01,560.78,579.62,525.23,552.26,616.04,625.31,567.74,566.5,438.04,426.98,472.59,480.62,252.44,233.2,271.23,244.13,549.02,513.87,454.12,377.47,654.03,632.64,646.39,633.8,635.3,624.52,421.6,307.84,434.3,352.98,581.96,594.81,352.92,292.13,691.46,692.05,700.42,675.47,607.95,538.35,649.74,691.38,721.47,768.52,667.24,686.39,579.63,607.79,585.21,591.13,598.7,580.79,582.43,584.53,597.0,610,653.06,669.39,625.0,644.75,567.74,599.02,535.22,584.57,593.68,614.21,640.78,650.81,644.34,642.29,631.19,628.11,399.55,445.41,597.75,653.09,692.61,693.91,151.23,140.2,569.6,577.67,573.94,566.06,562.11,542.75,615.88,606.62,674.4,661.2,595.72,611.5
571.21,555.16,511.54,529.73,513.11,497.78,571.3,537.06,530.0,452.61,313.19,221.39,593.18,584.6,623.24,631.92,232.84,228.53,514.13,519.47,133.62,202.17,45.236,48.197,63.858,56.75,131.03,133.58,245.12,246.38,142.22,159.99,660.22,629.59,631.31,638.93,602.03,593.64,528.7,489.56,429.18,411.5,551.09,573.83,530.9,561.57,580.51,580.61,570.47,556.62,583.5,588.9,548.19,585.97,414.01,391.1,463.51,455.41,574.94,582.48,601.78,621.2,591.18,618.52,567.28,600.27,581.01,625.75,615.25,599.71,597.75,604.54,576.56,562.79,559.54,578.5,525.59,552.42,614.28,625.51,565.74,565.91,438.09,426.78,472.02,480.69,252.17,233.44,270.22,244.26,548.32,512.88,455.02,377.14,652.81,628.91,645.44,632.69,634.35,624.76,420.17,308.89,432.48,353.91,581.09,594.65,351.6,290.08,689.08,688.47,698.23,673.94,607.89,539.89,650.96,684.65,719.21,763.32,665.32,687.21,577.8,604.31,583.85,590.4,599.97,583.09,583.04,584.24,598.5,605,651.34,664.77,622.33,643.14,572.42,593.21,541.67,584.0,596.56,616.79,643.13,648.51,644.4,643.59,630.07,627.59,391.94,439.78,596.85,652.92,693.8,695.14,148.02,145.43,568.3,578.0,573.25,565.64,553.08,541.7,615.42,606.69,671.0,659.6,596.78,609.0
571.29,555.87,511.64,529.11,513.51,497.45,568.71,534.97,528.89,451.43,312.37,220.46,586.22,581.1,621.66,630.78,235.61,227.97,514.63,519.65,132.69,202.48,44.183,46.306,62.156,54.356,127.7,132.8,244.48,247.2,140.8,161.57,654.08,622.29,631.62,639.25,601.5,590.77,528.51,490.69,427.49,411.66,552.13,578.17,529.16,559.55,579.92,579.57,571.94,557.13,583.58,588.46,547.94,585.74,414.18,394.6,462.47,455.16,574.39,582.5,600.87,620.64,591.84,618.87,564.23,600.71,581.29,626.45,614.66,597.59,597.52,602.62,574.96,560.92,558.21,578.35,521.66,548.99,610.61,621.19,565.25,564.49,437.6,426.55,471.89,480.42,252.59,234.11,270.45,245.09,548.11,513.58,456.63,379.85,655.57,630.98,647.25,633.83,634.95,624.05,422.53,311.19,432.85,354.8,583.77,598.66,350.52,290.87,690.87,690.34,699.86,678.13,607.98,540.87,655.06,691.37,720.95,767.92,664.16,685.14,578.58,608.26,585.29,590.57,597.63,581.33,583.84,585.45,603.0,606,655.0,667.16,624.05,644.0,563.26,586.58,533.78,583.57,587.62,610.64,641.45,643.54,645.23,642.85,630.74,626.41,394.43,439.02,594.98,650.4,691.45,693.17,150.34,143.68,571.5,577.89,574.38,561.73,549.96,532.08,618.95,608.93,679.2,654.0,600.11,613.33
