541.35,505.99,552.89,550.45,550.97,511.62,541.54,482.31,549.54,413.47,585.22,405.97,578.38,535.99,555.49,559.96,262.28,267.26,581.21,565.13,472.47,454.9,292.7,214.27,177.53,183.69,440.16,364.68,350.26,422.7,534.34,224.98,645.04,620.4,586.68,592.93,556.95,544.45,551.61,533.05,411.48,422.28,479.42,530.42,548.13,580.36,552.8,564.6,543.92,554.7,534.85,554.65,502.89,546.43,492.85,528.03,481.96,482.16,543.09,552.68,578.48,615.13,573.57,624.64,567.79,574.08,539.87,586.97,567.99,583.07,559.16,537.92,794.66,771.13,514.66,546.52,414.84,413.38,598.31,575.79,553.93,524.95,482.61,467.43,504.99,506.56,419.83,455.15,427.69,337.85,502.86,527.64,535.5,511.64,641.88,624.36,612.44,607.06,578.07,609.49,537.59,543.65,565.54,598.17,606.03,610.18,482.35,504.65,637.29,666.56,597.3,592.74,619.57,624.32,611.55,614.64,718.79,652.28,783.92,742.04,643.02,683.32,643.86,638.38,629.57,593.46,658.63,656.65,740,783,681.4,645.65,677.4,644.92,541.84,504.29,556.78,527.43,621.71,600,699.03,672.42,697.11,659.88,711.59,681.41,479.64,485.57,604.18,594.38,631.49,612.63,331.94,328.17,535.8,543.33,489.81,484.21,422.13,433.17,511.19,512,596.4,592,609.94,584.33
538.74,503.4,548.88,545.11,547,507.79,540.85,481.96,548.36,412.25,583.29,404.12,578.81,536.8,553.1,557.46,259.94,269.31,574.13,560.28,466.66,450.31,287.75,211.3,173.48,180.41,437.35,360.79,346.07,419.04,529.96,222.86,642.76,617.53,587.04,592.83,558.07,544.31,545.91,525.13,408.49,419.5,481.66,529.68,546.01,578.84,551.66,562.98,542.48,553.69,533.98,551.89,502.62,544.91,492.55,525.33,479.59,481.7,540.02,549.31,575.46,610.48,569.72,621.57,565.74,573.61,540.68,586.82,567.97,581.55,555.91,537.74,776.13,753.53,513.1,544.3,415.45,412.21,595.59,568.75,549.32,521.65,477.53,465.35,504.04,504.48,417.99,452.55,423.68,334.65,500.08,526.34,530.72,507.06,632.86,616.09,609.56,605.02,577.77,609.62,534.69,539.21,565.76,596.13,603.69,605.89,476.28,499.95,630.63,649.5,593.3,589.16,616.62,622.91,612.45,601.61,694.11,632.04,765.32,723.79,636.58,675.27,640.2,633.44,627.38,592.16,659.25,656.43,730.5,771,663.66,626.76,668.5,638.08,534.72,495.29,547.33,521,613.71,598.09,685.03,655.8,689.86,648.44,699.93,666.19,471.61,482.76,600.44,592.46,628.47,611.56,326.26,324.97,540.8,546.78,490.53,485.18,421.55,429.1,509.68,511.17,595,584.2,623.5,591.33
535.12,501.03,546.26,541.86,545.45,505.5,535.48,478.91,544.43,409.58,581.09,403.88,573.83,533.48,549.93,553.74,259.37,265.16,571.14,557.02,465.51,448.07,286.07,209.11,174.73,179.09,436.5,358.37,345.93,418.62,527.54,223.27,640.01,617.94,584.94,589.62,553,541.16,547.32,528.89,409.74,418.69,486.51,527.89,544.03,577.72,549.77,560.42,541,550.68,532.2,551.33,500.65,542.83,488.44,522.24,476.29,476.84,536.23,546.2,569.89,603.76,564.41,617.68,559.4,568.05,535.77,582.97,563.69,576.77,552.66,533.05,766.4,744.4,510,542.75,410.04,410,584.9,566.74,546.53,520.97,480.64,464.74,502.65,503.6,416.5,451.47,422.29,332.04,496.5,522.42,532.5,509.1,631.69,617.65,608.69,605.43,575.95,605.9,535.13,544.75,565.29,595.02,605.98,611.62,479.15,496.88,619.1,650.14,590.83,585.92,612.57,617.09,608.67,603.5,703.84,635,751.96,707.89,635,676.41,636.13,629.42,625,588.13,659.27,652.47,727,769,668.76,629.46,673.45,641.39,537.3,496.94,551.78,520.86,617.76,598.76,685.41,655.84,688.57,649.38,697.7,659.48,470.04,480.34,599.05,590.6,626.31,608.38,321.02,318.35,542.3,546,494.59,484.52,429.87,429.12,512.54,513.4,592.8,587,613.56,586.17
535.46,500.93,548.43,543.23,546.35,505.9,534.89,477.6,544.12,408.95,581.37,402.09,572.59,530.85,550.12,553.89,262.74,267.46,571.74,557.22,467.23,449.98,288.67,211.29,175.17,180.83,436.95,360.48,346.32,419.15,531.98,223.45,641.28,616.48,581.54,587.83,554.83,543.3,552.89,534.81,412.54,422.88,488.5,532.3,546.39,579.79,551.12,562.1,545.9,554.88,532.81,553.89,503.02,545.71,494.16,528.29,484.1,483.74,537.5,546.57,571.43,605.8,567.85,620.27,560.56,568.67,536.52,584.78,564.91,578.49,553.93,535.27,778.41,754.8,514.1,545.24,414.97,412.74,591.37,570.01,549.7,521.78,483.25,468.47,504.46,506,422.3,455.34,429.23,337.88,499.12,525.53,534.61,510.8,636.49,617.71,611.66,607.44,578.62,608.09,535.1,545.66,564.87,596.68,605.38,610.54,479.43,500.04,619.21,657.32,596.11,589.95,618.15,626.07,612.56,603.86,707.16,640.76,773.36,728.14,637.52,677.9,642.4,635.85,632.32,594.99,661.55,655.92,733.5,765,679.26,642.72,678.95,646.42,542.86,502.56,559.83,526.21,622.82,597.55,699.52,668.31,699.26,660.35,713.04,676.96,475.1,484.24,600.32,592.66,628.13,609.39,326.98,323.85,540.2,546.67,493.53,487.06,433.38,433.78,512.21,516.28,586.8,585,605.39,583.33
536.09,500.38,547.18,542.53,546.01,505.78,535.79,477.31,544.59,409.1,579.97,401,568.64,529.02,550.12,554.29,261.36,265.45,569.38,555.59,464.39,447.79,287.45,210.3,174.67,179.35,437.16,360.9,346.07,417.12,529.3,223.46,638.65,613.61,583.23,588.51,556.44,543.07,546.64,528.59,411.89,421.78,478.88,527.94,546.64,579.87,550.67,563.22,546.59,556.77,533.49,553.21,502.89,544.65,493.35,525.57,482.3,483.76,537.3,546.19,571.37,606.57,568.46,620,559.21,567.39,537.5,584.07,564.88,579.69,554.09,535.7,771.86,749.12,512.15,543.5,413.12,410.83,587.96,564.9,547.62,519.89,477.99,466.01,503.35,504.02,418.85,453.2,425.08,334.63,500.18,525.34,532.15,508.94,638.23,622.16,613.82,609.15,579.98,610.89,536.2,541.24,567.37,596.91,607.39,612.76,481.32,501.69,622.5,658,598.04,591.32,616.32,623.63,614.45,601.99,696.21,632.92,769.12,725.46,635.13,673.13,640.52,632.83,627.34,590.69,660.88,655.92,735,773,670.91,630.74,672.6,637.75,540.05,497.63,551.11,520.64,617.29,596.06,689.12,658.63,691.66,649.15,699.22,666.67,472.66,482.11,594.42,589.68,623.33,607.34,324.02,323.97,543.1,543,493.56,485.33,424.28,430.72,514.42,517.62,590.4,571.2,606.28,590.83
535.78,501.03,547.22,542.39,545.85,505.93,535.1,477.82,543.01,408.94,577.09,401.17,569.22,530.7,549.4,554.34,253.75,258.53,569.93,555.84,463.87,448.05,283.8,207.03,174.4,178.76,436.46,357.66,345.1,413.58,526.36,222.12,637.98,612.97,583.96,589.14,555.55,541.91,540.61,524.56,406.82,415.99,475.38,523.08,542.12,574.82,550.84,561.4,536.84,547.87,533.38,551.19,500.76,542.13,488.32,521.49,474.5,474.95,537.1,546.99,572.7,605.72,565.49,617.59,557.66,566.99,535.83,583.29,566.2,579.04,554.63,536.45,768.6,746.62,509.76,542.55,410.49,410.55,583.29,564.21,542.87,516.94,472.93,459.53,500.22,501.47,413.77,449.17,421.71,331.23,495.87,521.14,530.51,508.78,631.4,616.52,607.7,603.32,573.11,604.4,534.26,545.21,563.7,595.84,603.21,612.38,476.7,495.27,621.27,649.1,588.57,582.98,610.23,614.88,610.57,604.84,702.21,641.64,757.12,713.82,636.2,681.71,636.46,630.81,623.93,588.14,656.61,651.2,725,775,668.76,629.02,671.74,640.78,536.51,494.65,547.28,517.93,614,594.88,683.74,654.03,687.71,647.5,695.85,659.59,469.71,481.52,595.8,590.6,622.76,605.78,318.82,318.49,539,542.56,493.28,481.79,419.36,428.45,508.19,508.28,597.2,592,603.72,579.5
536.1,501.94,547.94,542.74,546.57,506.2,536.15,478.94,544,410.06,579.83,401.34,572.56,531.98,550.8,554.71,257.66,264.29,572.43,557.81,465.82,449.27,287.73,210.92,174.95,180.63,436.89,360.07,346.9,416.44,531.81,222.6,641.2,616.01,583.56,590.07,555.51,542.62,548.76,531.64,409.64,420.27,480.3,530.69,545.16,578.52,551.66,563.09,543.26,553.67,533.37,553.12,503.09,545.58,492.8,527.64,482.71,481.66,538.65,547.64,572.62,605.97,568.83,619.43,561.79,568.73,537.92,584.53,565.96,579.6,554.68,535.89,776.73,753.64,513.89,546,414.51,413.61,590.66,569.33,549.74,521.46,478.99,465.28,503.64,504.85,419.08,453.6,427.56,336.37,499.46,525.12,533.61,510.05,638.09,617.77,611.24,608.05,577.48,608.79,535.43,544.92,565.26,597.5,606.57,610.72,481.53,501.58,633.63,657.5,594.79,588.13,615.64,624.49,611.68,611.72,710,643.2,770.8,728.68,638.38,678.74,640.74,635.61,629.78,595.42,660.84,657,739.5,769,679.35,643.5,676.81,645.28,541.81,504.96,561.39,526,622.12,597.48,695.91,666.33,696.37,658.82,707.04,675.96,471.83,479.94,598.93,591.88,628.43,610.16,325.6,322.41,530.5,539.89,486.56,482.58,420.08,432.17,508.35,510.55,591,585.4,614.83,587.83
535.85,501.12,546.18,541.76,544.5,505.13,537.62,479.07,545.35,410.59,580.4,403.04,577.42,536.33,550.67,555.33,259.27,269.02,570.06,556.54,466.13,449.66,287.35,210.93,174.18,180.22,437.35,361.43,344.66,418.81,528.79,221.89,641.32,618.22,583.82,589.61,556.61,544.65,547.64,527.62,409.48,420.92,482.29,530.12,547.19,580.32,553.07,564.89,545.6,556.27,534.6,553.3,503.45,545.63,493.99,527.02,482.69,484.57,538.31,547.44,571.26,606.52,567.39,618.62,562.48,570.74,538.5,583.8,565.7,580.16,554.54,536.01,771.74,748.82,512.84,544.99,414.06,411.49,596.64,572.17,551.01,522.5,478.26,466.22,503.14,504.55,418.07,453.96,424.61,334.9,498.84,524.94,529.64,505.94,636.8,619.07,611.99,607.76,579.81,610.98,533.44,537.17,566.49,595.34,604.97,606.67,478.5,502.36,629.81,654.54,593.9,589.04,615.66,624.21,614.14,603.09,697.11,631.84,765.76,724.39,638.49,674.79,639.15,634.78,627.95,591.73,659.88,656.55,733,775,669.26,631.22,671.74,639.97,541.37,498.83,553.11,522.79,617.47,596.15,687.56,658.37,691.83,649.97,699.44,667.26,469.91,480.58,599.1,590.66,624.88,608.8,325.56,323.54,541.3,546.11,491.13,484.45,425.62,427.15,510.67,513.98,592.6,581.2,621.94,590.17
534.28,500.66,544.86,540.36,543.01,503.89,533.9,478.09,542.73,408.93,576.93,401.1,572.84,532.97,546.84,552.38,259.54,264.31,568.81,555.72,463.67,447.63,283.44,206.92,173.52,178.15,433.77,355.66,344.76,416.15,523.86,221.4,639.18,616.08,582.14,588.22,553.87,541.94,545.31,526.51,408.44,418.63,489.77,525.28,543.89,577.16,550.41,561.12,541.81,552.14,532.63,550.67,501.24,542.92,489.7,522.34,476.45,479.16,536.87,546.44,570.87,604.82,563.36,616,559.37,569.01,534.92,582.11,564.63,578.59,552.59,535.3,765.91,744.51,508.42,541.1,409.71,408.93,586.21,565.91,545.56,519.67,480.05,463.91,501.49,502.7,416.09,451.57,421.95,332.58,496.1,522.03,530.47,507.81,634.21,619.82,610.99,606.82,575.99,606.41,533.73,542.65,564.16,594.32,603.62,610.83,476.26,497.78,616.56,649,591.47,586.82,611.79,616.61,609.07,602.43,695.16,630.88,757.56,714.89,633.18,674.44,634.6,629.63,623.25,587.21,656.88,651.61,726,767,663.2,627.56,666.86,640.42,537.07,494.65,551.06,520.43,615.12,596.09,681.52,651.27,685.74,643.62,694.3,659.26,471.63,481.58,598.21,591.03,625.37,608.49,316.72,318.01,546.5,547.56,496.53,486.67,434.64,429.45,513.39,513.5,591.2,579.2,605,582
534.03,500.56,546.46,541.41,543.53,504.53,531.83,476.54,541.04,407.68,577.87,400.04,571.25,529.99,548.36,552.72,262.32,265.15,570.21,557.04,465.88,449.24,286,209.62,174.19,178.04,434.7,358.15,345.84,416.11,528.71,222.76,639.51,615.56,580.52,586.77,556.08,544.09,549.14,532.94,410.81,420.64,483.44,528.34,544.41,577.92,551,561.36,542.44,552.75,532.46,552.15,502.01,544.71,491.56,525.55,480.34,480.59,536.83,546.15,569.16,603.94,563.69,616.63,558.6,567.09,534.29,582.69,563.79,577.33,553.23,534.14,775.53,752.77,512.59,544.44,412.85,412.85,591.75,569.39,549.38,521.52,480.6,466.21,502.31,504.5,419.78,453.87,426.26,335.77,496.09,523.07,532.34,507.85,634.82,618.95,611.07,605.9,575.35,605.65,533.14,541.25,563.46,594.83,604.76,608.32,480.28,498.91,614.15,656.5,594.76,586,613.98,622.63,612.3,600.53,707.11,642.24,771.6,726.64,635.44,676.12,638.86,632.63,629.98,592.14,659.98,655.31,734.5,766,674.83,637.91,672.81,640.28,539.14,499.98,557.56,524,620.24,595.55,697.9,664.74,696.03,654.65,709.33,673.04,477.86,485.56,597.87,591.79,625.65,609.03,324.87,322.14,539.8,542.11,492.13,483.33,426.53,429.65,509.96,514.86,585.4,579.2,604.83,573.17
